group_kanji,member_number,kanji,original_kanji,meaning,story,frame_number,onyomi
⺣,3,照,照,"illuminate, shine, compare, bashful","Although the range of possible meanings that the kanji for illuminate can have is about as rich as the connotations of the English word, we need to focus on just one of them: to make something shine. If you glaze a pot and put it into the oven to fire it, you in fact illuminate it. Hence the kanji for illuminate compares the kanji for shining with the primitive element for the oven’s fire. [13]",13,ショウ
魚,1,魚①,魚,fish,"The composition of this kanji shows three elements, which we list in the order of their writing: bound up . . . rice field . . . cooking fire. We can join them together by thinking of a three-part story: first a fish is caught and bound up on a line with its unfortunate school-mates; when the fisherman gets home, he cuts off the head and tosses it, with the entrails, out into the rice fields for fertilizer; and the rest he sets in a skillet over a cooking fire for his supper. [11]",11,ギョ
魚,2,漁,漁,"fishing, fishery","To the story we have just made about fish, this kanji for the profession of fishing adds yet another element before the others: namely the water, where the fish was happily at home before being caught, disemboweled, and eaten. [14]",14,ギョ、リョウ
魚,3,薊,薊,,,,
魚,4,蘇,蘇,,,,
魚,5,蘓,蘓,,,,
魚,6,鮮,鮮,"fresh, vivid, clear, brilliant, Korea",Fish . . . sheep. [17],17,
魚,7,蘚,蘚,,,,
魚,7,魚②,魚,,,,
力,1,力①,力,"power, strength, strong, strain, bear up, exert","With a little imagination, one can see a muscle in this simple, two-stroke character meaning power. [2]",2,リョク、リキ、リイ
力,1,力②,力,"muscle, power","* as a primitive, either muscle or power can be used.",,リョク、リキ、リイ
力,2,労,労,"labour, thank for, reward for, toil, trouble",Schoolhouse . . . power. [7],7,ロウ
力,3,募①,募,"recruit, campaign, gather (contributions), enlist, grow violent",Graveyard . . . power. [12],12,ボ
力,4,劣,劣,"inferiority, be inferior to, be worse",Few . . . muscles. [6],6,レツ
力,5,功,功,"achievement, merits, success, honor, credit",Craft . . . power. [5],5,コウ、 ク
力,6,努,努,"toil, diligent, as much as possible",Guy . . . muscle. [7],7,ド
力,7,勧,勧,"persuade, recommend, advise, encourage, offer",Pegasus . . . power. [13],13,
力,8,励,励,"encourage, be diligent, inspire",Cliff . . . ten thousand . . . power. [7],7,レイ
力,9,脇,脇,"armpit, the other way, another place, flank, supporting role",Part of the body . . . muscles (three of which give us “triceps” or “muscles on top of muscles”). You will want to keep the kanji distinct from the one that follows by paying attention to the positioning of the elements. [10],10,キョウ
力,10,脅,脅,"threaten, coerce",Triceps . . . meat. [10],10,キョウ
力,11,協,協,"co-, cooperation",his prefix should be kept distinct from inter(frame 209) and mutual (frame 757). Its elements: needle . . . triceps. [8],8,キョウ
力,11,力③,力,,,,
加,1,加①,加,"add, addition, increase, join, include, Canada",Muscles . . . mouth. This is the only case in which the primitive for muscle appears on the left; note should be taken of the fact in composing one’s story. [5],5,カ
加,2,賀,賀,"congratulations, joy",Add . . . shells. [12],12,ガ
加,3,架,架,"erect, frame, mount, support, shelf, construct","Add . . . trees. Hint: if you ever played with an “Erector Set” or “Tinker Toys” as a child, don’t pass up the opportunity to relate it to this kanji’s key word and the element for trees. [9]",9,カ
加,3,加②,加,,,,
木,1,木①,木,"tree, wood","* as a primitive, this kanji can be used to mean tree or wood. In those cases where the last two strokes are detached from the trunk (6), we shall change its meaning to pole, or wooden pole.",,ボク、モク
木,1,木②,木,"tree, wood","Here we see a pictograph of a tree, showing the main trunk in the long vertical stroke and the boughs in the long horizontal stroke. The final two strokes sweep down in both directions to indicate the roots. Although it may look similar at first sight to the kanji for water (frame 130), the order in which it is written is completely different and this affects its final appearance. [4]",4,ボク、モク
木,3,林,林,"grove, forest",Learn this frame in connection with the next one. A grove is a small cluster of trees. Hence the simple reduplication of the kanji for tree gives us the grove. [8],8,リン
木,4,森,森,"forest, woods","A forest is a large expanse of trees, or “trees, trees everywhere,” to adopt the expression we used back in frames 22 and 23. [12]",12,シン
木,5,植,植,plant,You have no doubt seen how people practicing the Japanese art of bonsai take those helpless little saplings and twist them into crippled dwarves before they have a chance to grow up as they should. The more proper way to plant a young tree and give it a fair shake in life is to set it into the earth in such a way that it can grow up straight. [12],12,ショク
木,6,村,村,"village, town","The character for village was associated with rice fields (frame 92). That for town, a step up on the evolutionary path to cities, shows a circle of trees glued together to measure off the confines of a town. [7]",7,ソン
木,7,本,本,"book, present, main, origin, true, real, counter for long cylindrical things","Recalling that books are made of paper, and paper made of trees, one might think of a book as a slice of a tree. Can you see the “cross-cut” in the trunk of the tree? Picture it as a chainsaw cutting you out a few books with which to start your own private library. [5]",5,ホン
木,8,案,案,"plan, suggestion, draft, ponder, fear, proposition, idea, expectation, worry, table, bench","Without much effort, the elements relax . . . tree suggest a hammock strung between two trees in your backyard, and you stretched out in it, hands folded behind your head, planning something or other. After all, it’s something we all do from time to time: kick up our legs on the nearest piece of furniture and daydream about the best plan of action to take. Only here be sure to relate the relaxation to the tree, so that you don’t end up with something else in its place (like “legs” or “desk” or “table”). [10]",10,アン
木,9,桂,桂,"Japanese Judas-tree, cinnamon tree","Unless you are a botanist, you are not likely to know what a Japanese Judas-tree looks like, and probably never even heard of it before, but the name is sufficiently odd to make remembering it easy. Using the primitives as our guide, we define it as a tree with ivy growing down its branches in the shape of a hangman’s rope. [10]",10,ケイ
木,10,柏,柏,"oak, cypress","This kanji calls to mind the famous myth of the “golden bough.” As you may recall, what made the sacred oak in the forest of Diana the Huntress outside of Rome “golden” were the white berries of the mistletoe that grew in the branches of the tree, presumably appearing yellow when the light of the sun shone through them. (If you don’t know the story, take a break today and hunt it down in a dictionary of myth and fable. Even if you forget the kanji, which of course you won’t, the story of the mistletoe and the fate it brought to Balder the Beautiful is most memorable.) [9]",9,
木,11,枠,枠,"frame, framework, spindle, spool, bounding-box, (kokuji)","You might think of the frame this character refers to as the sort of frame we have created by drawing a dark line around this kanji and its explanation. Then think of that line as made of very thin wood; and finally note how each time the line bends it forms a 90° angle, thus giving us the nine and the ten. [8]",8,
木,12,棚,棚,"shelf, ledge, rack, mount, mantle, trellis","One often thinks of books as “good companions,” but here it is the shelf we store them on that is the companion. The reasons should be obvious: it is made of the same stuff, wood, and spends a lot more time with them than we do! Here again, be careful not to let the rationality of the explanation get in the way before you turn it into a proper story. [12]",12,ホウ
木,13,杏,杏,apricot,"Since apricots can be eaten just as they fall from the trees, picture this mouth agape at the bottom of a tree (just as the elements have it), waiting for apricots to fall into it. [7]",7,
木,14,桐,桐,paulownia,"Since you probably don’t know what a paulownia tree is, we shall let the key word suggest the phrase “the Little Brothers of St. Paulownia” and it is a short step to associate the tree with the monks to its right. (For the curious, the name of this oriental tree really comes from a Russian princess, Anna Pavlovna.) [10]",10,
木,15,枯,枯,"wither, die, dry up, be seasoned","What makes a tree begin to wither up, and perhaps even die, is a kind of arteriosclerosis that keeps its sap from flowing freely. Usually this is due to simple old age, as this character shows us. Be sure to picture a wrinkled old tree, withering away in a retirement Centre so that the commonsense explanation does not take over. [9]",9,コ
木,16,朴,朴,"crude, simple, plain, docile","As all magicians who have passed their apprenticeship know, one makes one’s wand out of a hazel branch and is careful not to alter the natural form of the wood. For the magic of the wand derives its power from its association with the hidden laws of nature, and needs therefore to be kept in its crude, natural state. [6]",6,ボク
木,17,相,相,"inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy","he prefix interstirs up associations of cooperation among people. From there we read off the elements: tree . . . eye. Those two words call to mind the scriptural proverb about first taking the tree out of one’s own eye before helping your neighbours with the splinter in theirs. What more useful rule for interhuman relationships, and what more useful tool for remembering this kanji! [9]",9,ソウ、ショウ
